AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2021,06,100101,HUÁNUCO,HUANUCO,HUANUCO,F,18-29 AÑOS,PERÚ,1
2024,04,250304,UCAYALI,PADRE ABAD,NESHUYA,M,12-17 AÑOS,PERÚ,1
2024,10,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,F,18-29 AÑOS,PERÚ,2
2019,08,030101,APURIMAC,ABANCAY,ABANCAY,M,30-59 AÑOS,PERÚ,2
2020,06,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,18-29 AÑOS,PERÚ,2
2022,10,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,M,12-17 AÑOS,PERÚ,1
2025,08,150509,REGIÓN LIMA,CAÑETE,MALA,F,12-17 AÑOS,PERÚ,3
2019,08,080301,CUSCO,ANTA,ANTA,F,12-17 AÑOS,PERÚ,1
2025,01,100104,HUÁNUCO,HUANUCO,CHURUBAMBA,F,12-17 AÑOS,PERÚ,1
2025,01,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,18-29 AÑOS,PERÚ,7
2021,09,211101,PUNO,SAN ROMAN,JULIACA,F,12-17 AÑOS,PERÚ,20
2023,10,060301,CAJAMARCA,CELENDIN,CELENDIN,F,12-17 AÑOS,PERÚ,1
2022,08,040801,AREQUIPA,LA UNION,COTAHUASI,M,60 A MAS AÑOS,PERÚ,1
2023,10,040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,M,12-17 AÑOS,PERÚ,2
2020,09,130402,LA LIBERTAD,CHEPEN,PACANGA,F,18-29 AÑOS,PERÚ,1
2024,03,150141,LIMA METROPOLITANA,LIMA,SURQUILLO,M,30-59 AÑOS,PERÚ,1
2020,11,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,F,18-29 AÑOS,PERÚ,1
2025,10,040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,F,18-29 AÑOS,PERÚ,2
2022,08,050101,AYACUCHO,HUAMANGA,AYACUCHO,F,18-29 AÑOS,PERÚ,2
2022,10,030101,APURIMAC,ABANCAY,ABANCAY,M,30-59 AÑOS,PERÚ,1
2021,05,081211,CUSCO,QUISPICANCHI,OROPESA,F,12-17 AÑOS,PERÚ,1
2023,04,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,30-59 AÑOS,PERÚ,6
2024,02,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,18-29 AÑOS,PERÚ,3
2019,08,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,M,12-17 AÑOS,PERÚ,3
2024,05,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,M,30-59 AÑOS,PERÚ,1
2021,04,190307,PASCO,OXAPAMPA,VILLA RICA,F,6-11 AÑOS,PERÚ,1
2023,10,030501,APURIMAC,COTABAMBAS,TAMBOBAMBA,M,30-59 AÑOS,PERÚ,1
2022,04,030415,APURIMAC,AYMARAES,TINTAY,F,12-17 AÑOS,PERÚ,1
2020,12,150507,REGIÓN LIMA,CAÑETE,IMPERIAL,F,18-29 AÑOS,PERÚ,1
2019,06,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,18-29 AÑOS,PERÚ,3
2019,09,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,6-11 AÑOS,PERÚ,2
2025,05,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,F,60 A MAS AÑOS,PERÚ,1
2020,12,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,M,0-5 AÑOS,PERÚ,1
2022,10,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,F,18-29 AÑOS,PERÚ,1
2019,08,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,30-59 AÑOS,PERÚ,1
2021,07,220201,SAN MARTÍN,BELLAVISTA,BELLAVISTA,M,18-29 AÑOS,PERÚ,1
2023,04,160301,LORETO,LORETO,NAUTA,F,12-17 AÑOS,PERÚ,1
2024,07,210101,PUNO,PUNO,PUNO,F,30-59 AÑOS,PERÚ,2
2021,07,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,M,30-59 AÑOS,PERÚ,2
2025,01,060415,CAJAMARCA,CHOTA,QUEROCOTO,F,12-17 AÑOS,PERÚ,1
2021,06,040128,AREQUIPA,AREQUIPA,YURA,F,12-17 AÑOS,PERÚ,7
2021,09,150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,M,60 A MAS AÑOS,PERÚ,1
2019,08,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,F,18-29 AÑOS,PERÚ,2
2020,05,040111,AREQUIPA,AREQUIPA,MOLLEBAYA,F,12-17 AÑOS,PERÚ,1
2022,12,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,18-29 AÑOS,PERÚ,3
2020,01,040122,AREQUIPA,AREQUIPA,SOCABAYA,M,30-59 AÑOS,PERÚ,2
2020,01,150503,REGIÓN LIMA,CAÑETE,CALANGO,F,12-17 AÑOS,PERÚ,1
2025,06,240302,TUMBES,ZARUMILLA,AGUAS VERDES,M,12-17 AÑOS,PERÚ,1
2020,11,110111,ICA,ICA,SANTIAGO,F,12-17 AÑOS,PERÚ,1
2023,02,211209,PUNO,SANDIA,ALTO INAMBARI,M,0-5 AÑOS,PERÚ,1
2022,09,110201,ICA,CHINCHA,CHINCHA ALTA,M,30-59 AÑOS,PERÚ,1
2025,01,021801,ÁNCASH,SANTA,CHIMBOTE,F,12-17 AÑOS,VENEZUELA,1
2020,11,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,12-17 AÑOS,PERÚ,13
2025,05,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,30-59 AÑOS,PERÚ,3
2021,06,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,12-17 AÑOS,VENEZUELA,1
2024,04,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,F,6-11 AÑOS,PERÚ,2
2024,05,080901,CUSCO,LA CONVENCION,SANTA ANA,M,12-17 AÑOS,PERÚ,2
2022,09,080703,CUSCO,CHUMBIVILCAS,CHAMACA,F,18-29 AÑOS,PERÚ,1
2023,08,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,M,30-59 AÑOS,PERÚ,3
2019,10,240101,TUMBES,TUMBES,TUMBES,F,18-29 AÑOS,PERÚ,1
2022,12,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,F,18-29 AÑOS,PERÚ,2
2023,11,080608,CUSCO,CANCHIS,TINTA,F,12-17 AÑOS,PERÚ,1
2024,05,250107,UCAYALI,CORONEL PORTILLO,MANANTAY,M,60 A MAS AÑOS,PERÚ,2
2022,02,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,12-17 AÑOS,PERÚ,2
2021,12,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,12-17 AÑOS,PERÚ,4
2022,08,240101,TUMBES,TUMBES,TUMBES,F,18-29 AÑOS,PERÚ,1
2020,07,040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,F,12-17 AÑOS,PERÚ,1
2023,09,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,F,12-17 AÑOS,PERÚ,1
2023,08,150509,REGIÓN LIMA,CAÑETE,MALA,M,18-29 AÑOS,PERÚ,1
2019,07,250302,UCAYALI,PADRE ABAD,IRAZOLA,M,18-29 AÑOS,PERÚ,1
2023,05,050401,AYACUCHO,HUANTA,HUANTA,M,30-59 AÑOS,PERÚ,2
2024,12,240101,TUMBES,TUMBES,TUMBES,M,30-59 AÑOS,COLOMBIA,1
2023,06,100501,HUÁNUCO,HUAMALIES,LLATA,M,30-59 AÑOS,PERÚ,1
2021,06,120805,JUNÍN,YAULI,MOROCOCHA,F,12-17 AÑOS,PERÚ,1
2023,03,040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,M,12-17 AÑOS,PERÚ,2
2024,05,150101,LIMA METROPOLITANA,LIMA,LIMA,F,30-59 AÑOS,PERÚ,1
2025,08,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,F,6-11 AÑOS,PERÚ,1
2025,06,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,12-17 AÑOS,PERÚ,5
2025,01,130109,LA LIBERTAD,TRUJILLO,SALAVERRY,F,12-17 AÑOS,PERÚ,3
2019,10,050101,AYACUCHO,HUAMANGA,AYACUCHO,F,18-29 AÑOS,PERÚ,3
2019,03,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,M,12-17 AÑOS,PERÚ,4
2023,12,160101,LORETO,MAYNAS,IQUITOS,F,18-29 AÑOS,PERÚ,1
2019,05,022001,ÁNCASH,YUNGAY,YUNGAY,M,30-59 AÑOS,PERÚ,1
2019,10,080801,CUSCO,ESPINAR,ESPINAR,F,30-59 AÑOS,PERÚ,2
2024,04,230104,TACNA,TACNA,CIUDAD NUEVA,F,18-29 AÑOS,PERÚ,1
2025,08,030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,12-17 AÑOS,PERÚ,2
2023,04,131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,M,18-29 AÑOS,PERÚ,1
2025,03,050101,AYACUCHO,HUAMANGA,AYACUCHO,F,60 A MAS AÑOS,PERÚ,1
2019,07,040205,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,F,12-17 AÑOS,PERÚ,1
2019,09,190113,PASCO,PASCO,YANACANCHA,F,12-17 AÑOS,PERÚ,1
2024,03,250302,UCAYALI,PADRE ABAD,IRAZOLA,F,12-17 AÑOS,PERÚ,1
2021,10,060601,CAJAMARCA,CUTERVO,CUTERVO,F,12-17 AÑOS,PERÚ,2
2025,12,150119,LIMA METROPOLITANA,LIMA,LURIN,F,18-29 AÑOS,PERÚ,2
2023,07,100101,HUÁNUCO,HUANUCO,HUANUCO,M,60 A MAS AÑOS,PERÚ,1
2023,09,080309,CUSCO,ANTA,ZURITE,M,6-11 AÑOS,PERÚ,1
2020,08,140113,LAMBAYEQUE,CHICLAYO,REQUE,F,12-17 AÑOS,PERÚ,1
2019,07,040123,AREQUIPA,AREQUIPA,TIABAYA,M,12-17 AÑOS,PERÚ,1
2020,03,210206,PUNO,AZANGARO,CHUPA,F,12-17 AÑOS,PERÚ,1
2020,07,140120,LAMBAYEQUE,CHICLAYO,TUMAN,F,12-17 AÑOS,PERÚ,1
2020,01,150103,LIMA METROPOLITANA,LIMA,ATE,F,30-59 AÑOS,VENEZUELA,1
2024,04,150119,LIMA METROPOLITANA,LIMA,LURIN,M,30-59 AÑOS,PERÚ,1
2020,04,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,F,12-17 AÑOS,PERÚ,1
2022,01,100801,HUÁNUCO,PACHITEA,PANAO,F,12-17 AÑOS,PERÚ,3
2022,07,080401,CUSCO,CALCA,CALCA,M,30-59 AÑOS,PERÚ,1
2025,03,120604,JUNÍN,SATIPO,MAZAMARI,M,12-17 AÑOS,PERÚ,2
2021,11,160112,LORETO,MAYNAS,BELEN,M,12-17 AÑOS,PERÚ,1
2020,10,230101,TACNA,TACNA,TACNA,F,12-17 AÑOS,PERÚ,8
2019,11,120305,JUNÍN,CHANCHAMAYO,SAN RAMON,M,18-29 AÑOS,VENEZUELA,1
2023,11,150144,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,M,,PERÚ,1
2024,08,040305,AREQUIPA,CARAVELI,BELLA UNION,M,60 A MAS AÑOS,PERÚ,1
2022,03,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,18-29 AÑOS,PERÚ,1
2022,12,150101,LIMA METROPOLITANA,LIMA,LIMA,M,60 A MAS AÑOS,PERÚ,3
2024,07,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,18-29 AÑOS,PERÚ,1
2022,08,080801,CUSCO,ESPINAR,ESPINAR,F,30-59 AÑOS,PERÚ,1
2023,08,220906,SAN MARTÍN,SAN MARTIN,EL PORVENIR,F,12-17 AÑOS,PERÚ,1
2019,02,140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,F,12-17 AÑOS,PERÚ,1
2024,11,050501,AYACUCHO,LA MAR,SAN MIGUEL,F,12-17 AÑOS,PERÚ,1
2023,08,081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,M,30-59 AÑOS,PERÚ,1
2022,05,040413,AREQUIPA,CASTILLA,URACA,F,18-29 AÑOS,PERÚ,1
2023,02,050101,AYACUCHO,HUAMANGA,AYACUCHO,M,30-59 AÑOS,PERÚ,1
2024,07,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,M,0-5 AÑOS,PERÚ,1
2022,01,040201,AREQUIPA,CAMANA,CAMANA,M,12-17 AÑOS,PERÚ,1
2021,05,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,F,12-17 AÑOS,PERÚ,2
2021,06,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,12-17 AÑOS,PERÚ,10
2025,06,080103,CUSCO,CUSCO,POROY,M,30-59 AÑOS,PERÚ,1
2025,05,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,12-17 AÑOS,PERÚ,4
2019,02,061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,F,18-29 AÑOS,PERÚ,1
2025,10,080108,CUSCO,CUSCO,WANCHAQ,M,30-59 AÑOS,PERÚ,6
2024,08,220401,SAN MARTÍN,HUALLAGA,SAPOSOA,F,12-17 AÑOS,PERÚ,2
2025,06,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,60 A MAS AÑOS,PERÚ,1
2021,07,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,12-17 AÑOS,PERÚ,6
2025,11,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,M,30-59 AÑOS,PERÚ,3
2020,07,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,M,30-59 AÑOS,PERÚ,1
2024,08,020101,ÁNCASH,HUARAZ,HUARAZ,F,12-17 AÑOS,PERÚ,4
2020,03,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,12-17 AÑOS,PERÚ,5
2025,05,210501,PUNO,EL COLLAO,ILAVE,M,60 A MAS AÑOS,PERÚ,1
2024,04,120107,JUNÍN,HUANCAYO,CHILCA,F,18-29 AÑOS,PERÚ,1
2025,05,200506,PIURA,PAITA,TAMARINDO,M,30-59 AÑOS,PERÚ,1
2020,07,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,12-17 AÑOS,PERÚ,3
2022,05,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,6-11 AÑOS,PERÚ,3
2021,03,200406,PIURA,MORROPON,SALITRAL,F,30-59 AÑOS,PERÚ,1
2022,07,030104,APURIMAC,ABANCAY,CURAHUASI,F,12-17 AÑOS,PERÚ,1
2024,04,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,60 A MAS AÑOS,PERÚ,1
2019,03,200210,PIURA,AYABACA,SUYO,F,12-17 AÑOS,PERÚ,1
2024,09,120601,JUNÍN,SATIPO,SATIPO,F,12-17 AÑOS,PERÚ,2
2022,11,190113,PASCO,PASCO,YANACANCHA,F,12-17 AÑOS,PERÚ,2
2019,06,030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,30-59 AÑOS,PERÚ,1
2020,09,060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,M,12-17 AÑOS,PERÚ,1
2024,02,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,M,12-17 AÑOS,PERÚ,2
2025,03,110201,ICA,CHINCHA,CHINCHA ALTA,M,12-17 AÑOS,PERÚ,1
2022,11,240105,TUMBES,TUMBES,SAN JACINTO,F,12-17 AÑOS,PERÚ,1
2023,09,120101,JUNÍN,HUANCAYO,HUANCAYO,F,18-29 AÑOS,PERÚ,1
2024,10,120129,JUNÍN,HUANCAYO,SAN AGUSTIN,F,6-11 AÑOS,PERÚ,1
2021,04,080907,CUSCO,LA CONVENCION,KIMBIRI,F,12-17 AÑOS,PERÚ,1
2025,07,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,60 A MAS AÑOS,PERÚ,1
2020,03,200115,PIURA,PIURA,26 DE OCTUBRE,M,18-29 AÑOS,PERÚ,1
2020,09,150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,F,12-17 AÑOS,PERÚ,1
2023,11,060801,CAJAMARCA,JAEN,JAEN,M,60 A MAS AÑOS,PERÚ,1
2023,09,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,F,30-59 AÑOS,VENEZUELA,1
2025,12,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,0-5 AÑOS,PERÚ,1
2020,05,150134,LIMA METROPOLITANA,LIMA,SAN LUIS,M,12-17 AÑOS,PERÚ,2
2023,12,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,60 A MAS AÑOS,PERÚ,3
2023,07,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,18-29 AÑOS,VENEZUELA,1
2021,08,200101,PIURA,PIURA,PIURA,F,12-17 AÑOS,PERÚ,8
2025,07,220105,SAN MARTÍN,MOYOBAMBA,SORITOR,F,12-17 AÑOS,PERÚ,3
2022,04,150103,LIMA METROPOLITANA,LIMA,ATE,M,60 A MAS AÑOS,PERÚ,1
2025,01,110506,ICA,PISCO,SAN ANDRES,F,12-17 AÑOS,PERÚ,1
2022,06,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,M,12-17 AÑOS,PERÚ,2
2025,07,040108,AREQUIPA,AREQUIPA,LA JOYA,F,18-29 AÑOS,PERÚ,1
2023,11,080401,CUSCO,CALCA,CALCA,F,18-29 AÑOS,PERÚ,2
2021,11,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,F,18-29 AÑOS,PERÚ,1
2025,07,150201,REGIÓN LIMA,BARRANCA,BARRANCA,F,,PERÚ,1
2025,11,150110,LIMA METROPOLITANA,LIMA,COMAS,F,18-29 AÑOS,PERÚ,7
2023,12,150119,LIMA METROPOLITANA,LIMA,LURIN,M,12-17 AÑOS,PERÚ,1
2022,09,110108,ICA,ICA,SALAS,F,12-17 AÑOS,PERÚ,1
2025,06,110101,ICA,ICA,ICA,M,12-17 AÑOS,PERÚ,1
2023,04,060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,F,12-17 AÑOS,PERÚ,2
2019,05,081301,CUSCO,URUBAMBA,URUBAMBA,M,12-17 AÑOS,PERÚ,1
2019,11,150110,LIMA METROPOLITANA,LIMA,COMAS,F,6-11 AÑOS,PERÚ,2
2019,11,110108,ICA,ICA,SALAS,F,12-17 AÑOS,PERÚ,6
2023,01,021201,ÁNCASH,HUAYLAS,CARAZ,F,12-17 AÑOS,PERÚ,2
2023,03,080106,CUSCO,CUSCO,SANTIAGO,F,30-59 AÑOS,PERÚ,2
2023,08,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,12-17 AÑOS,PERÚ,4
2023,08,030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,F,18-29 AÑOS,PERÚ,1
2022,04,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,F,12-17 AÑOS,PERÚ,2
2021,10,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,M,12-17 AÑOS,PERÚ,2
2021,09,130801,LA LIBERTAD,PATAZ,TAYABAMBA,F,12-17 AÑOS,PERÚ,1
2019,08,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,M,6-11 AÑOS,PERÚ,1
2021,08,020601,ÁNCASH,CARHUAZ,CARHUAZ,F,12-17 AÑOS,PERÚ,1
2023,06,110101,ICA,ICA,ICA,F,18-29 AÑOS,PERÚ,2
2025,12,160101,LORETO,MAYNAS,IQUITOS,M,12-17 AÑOS,PERÚ,1
2024,07,130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,F,18-29 AÑOS,PERÚ,1
2022,02,210501,PUNO,EL COLLAO,ILAVE,F,12-17 AÑOS,PERÚ,2
2024,06,090201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,F,12-17 AÑOS,PERÚ,1
2025,04,131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,F,12-17 AÑOS,PERÚ,1
2024,05,040101,AREQUIPA,AREQUIPA,AREQUIPA,M,30-59 AÑOS,PERÚ,1
2025,01,230102,TACNA,TACNA,ALTO DE LA ALIANZA,F,12-17 AÑOS,PERÚ,2
2019,11,240101,TUMBES,TUMBES,TUMBES,M,18-29 AÑOS,VENEZUELA,1
2024,11,190113,PASCO,PASCO,YANACANCHA,M,18-29 AÑOS,PERÚ,1
2019,09,080309,CUSCO,ANTA,ZURITE,F,12-17 AÑOS,PERÚ,1
2020,12,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,30-59 AÑOS,COLOMBIA,1
2019,08,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,F,60 A MAS AÑOS,PERÚ,1
2021,04,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,,PERÚ,1
2024,07,150110,LIMA METROPOLITANA,LIMA,COMAS,M,30-59 AÑOS,PERÚ,3
2019,06,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,12-17 AÑOS,PERÚ,2
2019,01,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,30-59 AÑOS,PERÚ,2
2022,09,020904,ÁNCASH,CORONGO,CUSCA,M,30-59 AÑOS,PERÚ,1
2023,01,130107,LA LIBERTAD,TRUJILLO,MOCHE,M,12-17 AÑOS,PERÚ,1
2019,08,110101,ICA,ICA,ICA,M,30-59 AÑOS,PERÚ,3
2022,05,180301,MOQUEGUA,ILO,ILO,M,60 A MAS AÑOS,PERÚ,2
2020,11,010205,AMAZONAS,BAGUA,IMAZA,F,18-29 AÑOS,PERÚ,1
2025,05,150129,LIMA METROPOLITANA,LIMA,SAN BARTOLO,M,12-17 AÑOS,PERÚ,1
2024,03,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,F,30-59 AÑOS,PERÚ,1
2021,11,070104,CALLAO,CALLAO,LA PERLA,M,12-17 AÑOS,PERÚ,1
2024,08,200701,PIURA,TALARA,PARIÑAS,F,6-11 AÑOS,PERÚ,1
2024,12,021205,ÁNCASH,HUAYLAS,MATO,F,30-59 AÑOS,PERÚ,1
2019,03,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,18-29 AÑOS,PERÚ,5
2023,05,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,30-59 AÑOS,VENEZUELA,1
2021,09,200601,PIURA,SULLANA,SULLANA,F,12-17 AÑOS,PERÚ,5
2025,08,120401,JUNÍN,JAUJA,JAUJA,M,60 A MAS AÑOS,PERÚ,1
2023,07,220804,SAN MARTÍN,RIOJA,NUEVA CAJAMARCA,F,12-17 AÑOS,PERÚ,1
2021,02,080704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,F,12-17 AÑOS,PERÚ,1
2021,08,120701,JUNÍN,TARMA,TARMA,M,12-17 AÑOS,PERÚ,1
2025,01,081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,M,12-17 AÑOS,PERÚ,1
2025,01,120702,JUNÍN,TARMA,ACOBAMBA,F,12-17 AÑOS,PERÚ,1
2020,06,060417,CAJAMARCA,CHOTA,TACABAMBA,M,18-29 AÑOS,PERÚ,1
2023,11,150110,LIMA METROPOLITANA,LIMA,COMAS,M,12-17 AÑOS,PERÚ,6
2019,01,081303,CUSCO,URUBAMBA,HUAYLLABAMBA,F,12-17 AÑOS,PERÚ,1
2022,04,120107,JUNÍN,HUANCAYO,CHILCA,M,12-17 AÑOS,PERÚ,1
2022,07,120133,JUNÍN,HUANCAYO,SAPALLANGA,M,6-11 AÑOS,PERÚ,1
2021,07,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,F,6-11 AÑOS,PERÚ,1
2024,08,200105,PIURA,PIURA,CATACAOS,F,12-17 AÑOS,PERÚ,1
2020,02,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,18-29 AÑOS,PERÚ,6
2024,12,040112,AREQUIPA,AREQUIPA,PAUCARPATA,M,18-29 AÑOS,PERÚ,1
2022,04,220201,SAN MARTÍN,BELLAVISTA,BELLAVISTA,F,12-17 AÑOS,PERÚ,1
2025,03,211105,PUNO,SAN ROMAN,SAN MIGUEL,M,12-17 AÑOS,PERÚ,1
2020,09,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,6-11 AÑOS,PERÚ,1
2022,05,100101,HUÁNUCO,HUANUCO,HUANUCO,M,12-17 AÑOS,PERÚ,3
2025,12,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,F,18-29 AÑOS,PERÚ,1
2023,10,240301,TUMBES,ZARUMILLA,ZARUMILLA,M,30-59 AÑOS,PERÚ,1
2022,04,200115,PIURA,PIURA,26 DE OCTUBRE,M,6-11 AÑOS,PERÚ,1
2024,02,110206,ICA,CHINCHA,GROCIO PRADO,F,18-29 AÑOS,PERÚ,1
2025,05,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,18-29 AÑOS,PERÚ,4
2022,01,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,18-29 AÑOS,PERÚ,5
2025,02,131201,LA LIBERTAD,VIRU,VIRU,F,12-17 AÑOS,PERÚ,1
2020,06,110112,ICA,ICA,SUBTANJALLA,F,12-17 AÑOS,PERÚ,1
2024,08,150103,LIMA METROPOLITANA,LIMA,ATE,M,18-29 AÑOS,VENEZUELA,1
2022,11,220910,SAN MARTÍN,SAN MARTIN,MORALES,M,12-17 AÑOS,PERÚ,1
2020,04,050408,AYACUCHO,HUANTA,LLOCHEGUA,F,12-17 AÑOS,PERÚ,1
2021,02,170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,M,30-59 AÑOS,PERÚ,1
2019,01,230106,TACNA,TACNA,PACHIA,F,30-59 AÑOS,PERÚ,1
2020,05,030101,APURIMAC,ABANCAY,ABANCAY,M,12-17 AÑOS,PERÚ,1
2023,02,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 A MAS AÑOS,PERÚ,1
2025,09,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,12-17 AÑOS,VENEZUELA,2
2019,12,211101,PUNO,SAN ROMAN,JULIACA,M,18-29 AÑOS,PERÚ,3
2019,10,080602,CUSCO,CANCHIS,CHECACUPE,M,30-59 AÑOS,PERÚ,1
2022,08,200105,PIURA,PIURA,CATACAOS,M,18-29 AÑOS,PERÚ,1
2023,10,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,M,12-17 AÑOS,PERÚ,1
2021,08,120213,JUNÍN,CONCEPCION,ORCOTUNA,F,12-17 AÑOS,PERÚ,2
2023,02,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,18-29 AÑOS,PERÚ,1
2021,10,040401,AREQUIPA,CASTILLA,APLAO,F,6-11 AÑOS,PERÚ,1
2023,06,220901,SAN MARTÍN,SAN MARTIN,TARAPOTO,F,12-17 AÑOS,PERÚ,2
2019,02,070106,CALLAO,CALLAO,VENTANILLA,M,30-59 AÑOS,PERÚ,2
2021,11,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,18-29 AÑOS,PERÚ,1
